|cible|prediction|Signal achat
2025-07-28|6362.9|6366.769360000013|False
2025-07-29|6339.39|6365.36516|True
2025-07-30|6238.01|6352.922079999987|True
2025-07-31|6329.94|6313.291480000001|True
2025-08-01|6299.19|6302.686199999995|False
2025-08-04|6345.06|6315.957399999993|True
2025-08-05|6340.0|6320.972440000005|False
2025-08-06|6389.45|6338.7506|False
2025-08-07|6373.45|6353.006239999997|False
2025-08-08|6445.76|6368.650439999987|False
2025-08-11|6466.58|6371.739439999994|False
2025-08-12|6468.54|6432.075120000007|False
2025-08-13|6449.8|6445.587320000012|False
2025-08-14|6449.15|6449.670760000021|False
2025-08-15|6411.37|6451.951160000006|True
2025-08-18|6395.78|6432.687640000011|True
2025-08-19|6370.17|6405.063480000012|True
2025-08-20|6466.91|6401.4490000000005|True
2025-08-21|6439.32|6440.040520000003|False
2025-08-22|6465.94|6453.188640000014|True
2025-08-25|6481.4|6451.462240000003|False
2025-08-26|6501.86|6459.565959999994|False
2025-08-27|6460.26|6452.870720000001|False
2025-08-28|6415.54|6465.002760000005|True
2025-08-29|6448.26|6442.763480000005|True
2025-09-02|6502.08|6432.259960000002|False
2025-09-03|6481.5|6463.632440000009|False
2025-09-04|6495.15|6457.28488000001|False
2025-09-05|6512.61|6479.958599999995|False
2025-09-08|6532.04|6483.424120000009|False
2025-09-09|6587.47|6497.515840000015|False
2025-09-10|6584.29|6539.984559999998|False
2025-09-11|6615.28|6524.1622400000115|False
2025-09-12|6606.76|6558.884640000016|False
2025-09-15|6600.35|6576.591720000013|False
2025-09-16|6631.96|6589.028040000016|False
2025-09-17|6664.36|6608.41852|False
2025-09-18|6693.75|6613.317400000015|False
